3.67;97.301;11403.65;117200;116890;116890;НОВОСИБИРСК;Круг Ст9ХС;55мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5.22;
5.16;95.064;10932.36;113200;112890;112890;ЧЕЛЯБИНСК;Круг Ст9ХС;55мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5.1;
3.19;84.150;32549.22;385000;385000;385000;ЧЕЛЯБИНСК;Круг СтХВГ;55;;ГОСТ 2590-06,5950-2000,2ГП,Т/О;Круг;4.5;
4.20;101.474;9447.21;93100;92990;92990;НОВОСИБИРСК;Круг СтУ8А;56мм;;ГОСТ 2590-2006, 1435-99 2ГП;Круг;5.3;
12.00;267.240;20628.26;75890;75890;75890;ЧЕЛЯБИНСК;Круг ст18ХГТ;85мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;6;
9.85;208.080;16271.86;76900;76900;76900;ЧЕЛЯБИНСК;Круг ст18ХГТ;75мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;6;
3.80;156.988;18398.99;117200;116890;116890;НОВОСИБИРСК;Круг Ст9ХС;70мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5.2;
6.75;167.554;19184.99;113200;112890;112890;ЧЕЛЯБИНСК;Круг Ст9ХС;70мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5.55;
5.41;169.120;65331.06;385000;385000;385000;ЧЕЛЯБИНСК;Круг СтХВГ;70;обточка;ГОСТ 2590-06,5950-2000,2ГП,Т/О;Круг;5.6;
3.83;121.727;22190.80;180500;179890;179890;ЧЕЛЯБИНСК;Круг СтШХ15-В;70 мм;;ГОСТ 2590-2006 801-2022, ОГ,В1;Круг;4.05;
3.87;167.610;18453.86;108800;108800;108800;ЧЕЛЯБИНСК;Круг Ст30ХМА;70мм;;ГОСТ 2590-2006,4543-2016, 2ГП;Круг;5.55;
35.10;237.549;18098.87;74890;74890;74890;ЕКАТЕРИНБУРГ;Круг ст30ХГСА;80мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;6.02;
14.79;181.260;13810.20;74890;74890;74890;ЧЕЛЯБИНСК;Круг ст30ХГСА;70мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;6;
8.74;182.209;17198.68;93090;92990;92890;ЧЕЛЯБИНСК;Круг Ст38хс;70мм;;ГОСТ 2590-2006, 4543-2016, 2ГП;Круг;6.04;
4.11;169.487;19863.92;117200;116890;116890;НОВОСИБИРСК;Круг Ст9ХС;75мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;4.89;
2.57;183.698;21033.42;113200;112890;112890;ЧЕЛЯБИНСК;Круг Ст9ХС;75мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5.3;
2.77;176.970;68363.51;385000;385000;385000;ЧЕЛЯБИНСК;Круг СтХВГ;75;обточка;ГОСТ 2590-06,5950-2000,2ГП,Т/О;Круг;5.1;
3.82;138.012;25159.59;180500;179890;179890;ЧЕЛЯБИНСК;Круг СтШХ15-В;75 мм;;ГОСТ 2590-2006 801-2022, ОГ,В1;Круг;4;
9.85;243.998;18592.64;74900;74900;74900;ЧЕЛЯБИНСК;Круг ст18ХГТ;80мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;6.03;
2.53;222.300;20718.36;93200;92890;92890;НОВОСИБИРСК;Круг СтУ8А;80мм;;ГОСТ 2590-2006, 1435-99 2ГП;Круг;5.7;
5.83;231.848;21214.13;90200;89890;89890;ЧЕЛЯБИНСК;Круг СтУ8А;80мм;;ГОСТ 2590-2006, 1435-99 2ГП;Круг;5.88;
4.50;208.080;15853.62;74890;74890;74890;ЧЕЛЯБИНСК;Круг ст30ХГСА;75мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;6;
5.66;194.320;21394.63;108800;108800;108800;ЧЕЛЯБИНСК;Круг Ст30ХМА;75мм;;ГОСТ 2590-2006,4543-2016, 2ГП;Круг;5.6;
6.62;209.832;19806.05;93090;92990;92890;ЧЕЛЯБИНСК;Круг Ст38хс;75мм;;ГОСТ 2590-2006, 4543-2016, 2ГП;Круг;6.05;
6.87;156.600;14781.47;93090;92990;92890;ЧЕЛЯБИНСК;Круг Ст38хс;65мм;;ГОСТ 2590-2006, 4543-2016, 2ГП;Круг;6;
7.06;154.446;11767.24;74890;74890;74890;ЧЕЛЯБИНСК;Круг ст30ХГСА;65мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;6;
1.05;128.673;14231.23;108800;108800;108800;ЧЕЛЯБИНСК;Круг Ст30ХМА;65мм;;ГОСТ 2590-2006,4543-2016, 2ГП;Круг;4.93;
2.84;132.455;12185.82;90200;89890;89890;ЧЕЛЯБИНСК;Круг СтУ8А;60мм;;ГОСТ 2590-2006, 1435-99 2ГП;Круг;5.8;
2.94;112.200;43398.96;385000;385000;385000;ЧЕЛЯБИНСК;Круг СтХВГ;60;;ГОСТ 2590-06,5950-2000,2ГП,Т/О;Круг;5.1;
3.66;88.328;16102.19;180500;179890;179890;ЧЕЛЯБИНСК;Круг СтШХ15-В;60 мм;;ГОСТ 2590-2006 801-2022, ОГ,В1;Круг;4;
3.02;110.900;12997.48;117200;116890;116890;НОВОСИБИРСК;Круг Ст9ХС;60мм;;ГОСТ 2590-2006, 5950-2000 2ГП;Круг;5;
4.22;103.297;9627.24;93200;92890;92890;НОВОСИБИРСК;Круг СтУ8А;60мм;;ГОСТ 2590-2006, 1435-99 2ГП;Круг;4.7;
10.59;156.300;11910.06;74900;74900;74900;ЧЕЛЯБИНСК;Круг ст18ХГТ;65мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;6;
